DNA_Index
2.088144144
2.088113514
2.052808919
2.028325676
2.02432973
2.02185955
2.021463063
2.020237477
2.010737477
1.997963784
1.988876396
1.988047477
1.983775315
1.973075676
1.968962162
1.968135315
1.967158198
1.963283333
1.952089459
1.948542613
1.945436757
1.938738919
1.93405
1.933587387
1.931304955
1.924942342
1.924028739
1.918707838
1.914491892
1.906311712
1.903488288
1.902976577
1.901576937
1.894520721
1.87130964
1.855813514
1.85511991
1.828541622
1.827548649
1.825861441
1.823240811
1.823008378
1.821408649
1.818881802
1.791079009
1.783865676
1.783503784
1.783084324
1.781048649
1.778369009
1.776276847
1.775273964
1.77253036
1.771682523
1.769235766
1.766884505
1.763391261
1.75796982
1.755997117
1.751438919
1.741941982
1.735004505
1.734295225
1.729301171
1.717110811
1.711041261
1.699603874
1.698714955
1.696595225
1.692567838
1.690401351
1.67094982
1.669132883
1.667499459
1.663372523
1.662795135
1.65243018
1.650108649
1.640104144
1.62295
1.619818018
1.618017568
1.607015676
1.599976757
1.578171802
1.577689009
1.575642973
1.572096036
1.56742991
1.563934595
1.557056126
1.553961171
1.552886667
1.55127018
1.549662342
1.548462973
1.541087387
1.53599955
1.520756126
1.516991892
1.512693604
1.511188018
1.510117568
1.506215586
1.499109009
1.497042342
1.492934414
1.489468559
1.464403243
1.452308559
1.443318829
1.435637117
1.429322162
1.429201892
1.418401351
1.403392342
1.401525586
1.399894054
1.397322072
1.39593027
1.395011982
1.386305045
1.384045315
1.38133
1.377954505
1.372515225
1.371844054
1.367195135
1.362605405
1.353746396
1.349809369
1.349088378
1.345205225
1.345017387
1.343266036
1.342729369
1.342394685
1.338595495
1.332221622
1.332033423
1.33076027
1.327952793
1.327223514
1.326053874
1.320824955
1.31078973
1.309551982
1.308388468
1.306428649
1.304765676
1.304567928
1.302918649
1.302515676
1.302283874
1.301422162
1.300314324
1.299106937
1.299032072
1.296642342
1.296004324
1.29599973
1.295706847
1.295035405
1.294442703
1.294329009
1.293887748
1.293762162
1.292964324
1.29134009
1.290237117
1.289265856
1.289238198
1.288927387
1.287312793
1.284643784
1.284594865
1.282745766
1.28138009
1.279276486
1.279133153
1.278328108
1.275224595
1.274952703
1.273715315
1.273287297
1.272089279
1.27139018
1.270586486
1.268956577
1.267965315
1.266037117
1.264663243
1.264190631
1.263432342
1.263410991
1.26312027
1.262269009
1.261632252
1.260878378
1.259272703
1.258832793
1.257798919
1.256992342
1.256519369
1.256414414
1.256029279
1.254656036
1.254065315
1.252835135
1.25175991
1.251062613
1.249609459
1.248934505
1.247603874
1.246713063
1.246443243
1.246310991
1.245906306
1.245384324
1.244864414
1.244159189
1.244138919
1.243989099
1.241774144
1.24056991
1.240376847
1.239603694
1.238214414
1.238073243
1.237747748
1.235967838
1.234802703
1.234705586
1.233712973
1.233604234
1.23350973
1.232231982
1.231832523
1.231362613
1.23109955
1.230813514
1.230723874
1.230722973
1.229748649
1.229599279
1.228947027
1.22787009
1.227443063
1.227416126
1.226566396
1.226081171
1.225528829
1.225508468
1.225132432
1.225032252
1.224324144
1.22339036
1.223185225
1.223055225
1.222949009
1.222500901
1.222095045
1.222035405
1.221865225
1.221283784
1.221175766
1.219856306
1.219735946
1.219686486
1.218815405
1.216580721
1.216301982
1.216254505
1.216108378
1.215348649
1.214266396
1.213922523
1.213241081
1.213069459
1.212860991
1.212852793
1.212708018
1.212557477
1.212102523
1.210767838
1.210655676
1.210477297
1.210412793
1.20960027
1.209485225
1.209484595
1.209414505
1.209115766
1.208866396
1.208542703
1.208532613
1.208200901
1.20818955
1.207854865
1.207508829
1.207313694
1.207236847
1.207142883
1.207013784
1.206611261
1.206517838
1.205416126
1.204864505
1.204295495
1.204075405
1.203605946
1.20348018
1.202939459
1.202644324
1.202151622
1.202095495
1.201976577
1.201550631
1.201471261
1.200863784
1.200642342
1.200063243
1.198817928
1.198545766
1.198445225
1.197409009
1.197149369
1.197025405
1.196568288
1.196447928
1.196261892
1.196206036
1.196050991
1.195925856
1.19553955
1.195222973
1.195211351
1.195145405
1.194992162
1.194233694
1.194077477
1.193985495
1.193967838
1.193743784
1.193553153
1.193547748
1.193423333
1.193388378
1.192372793
1.192318829
1.191964144
1.191928649
1.191727658
1.191625495
1.191606486
1.191545856
1.191304595
1.19113018
1.191104865
1.19105982
1.190354414
1.18994036
1.189831261
1.189146036
1.18869018
1.188471802
1.187896396
1.187868829
1.187672883
1.187526306
1.187495495
1.187384955
1.187045856
1.186969189
1.186939369
1.186023423
1.185986486
1.185566577
1.185563784
1.185557297
1.185413063
1.1854
1.185378378
1.18515973
1.184944234
1.184649099
1.184525766
1.184457477
1.184257658
1.184001982
1.183995045
1.183920541
1.183873604
1.183616216
1.183612432
1.183544775
1.183464054
1.183126667
1.182976396
1.182638739
1.182602523
1.182274685
1.18207964
1.181949279
1.181761712
1.181603964
1.181507027
1.181335315
1.181163063
1.181057117
1.180886937
1.180781081
1.180396847
1.180202613
1.180196577
1.179863514
1.179211532
1.178815495
1.17877991
1.178209279
1.178064324
1.17764036
1.177501441
1.177260901
1.177245405
1.177184685
1.177146306
1.176852252
1.176514144
1.176456937
1.176407658
1.176290811
1.175725856
1.175161712
1.175143153
1.174031532
1.173753604
1.173205495
1.1732
1.172967748
1.172881532
1.172718288
1.172501802
1.172389279
1.172338198
1.172304865
1.172242613
1.171692252
1.171364775
1.170962252
1.170914144
1.170655405
1.170514865
1.170113784
1.170093423
1.17008991
1.169902793
1.169801081
1.169800541
1.169705586
1.169271081
1.169207117
1.168893514
1.168735676
1.168488829
1.168110631
1.168013694
1.167926937
1.167736847
1.167248288
1.167154955
1.167088018
1.166868559
1.166722072
1.166495135
1.166437838
1.166251982
1.166117658
1.165840541
1.165523874
1.16516036
1.165145495
1.165136126
1.165061622
1.164713604
1.164599369
1.164527838
1.164492252
1.164489189
1.164146036
1.164144955
1.164123514
1.164076306
1.163992072
1.163521982
1.163487748
1.163223964
1.163197297
1.163059099
1.162918108
1.16291027
1.162836036
1.162706486
1.162688649
1.162647477
1.162612523
1.162021802
1.16181027
1.161725045
1.161698288
1.161543423
1.161366577
1.161208198
1.160664955
1.160658468
1.160530631
1.160409279
1.160253063
1.160083243
1.160020721
1.159977027
1.159620631
1.159392793
1.159289279
1.159248198
1.159209189
1.159015946
1.158718468
1.158497658
1.158414144
1.15813982
1.157503333
1.157445315
1.15743991
1.157303243
1.15729982
1.157147207
1.157092973
1.156828829
1.156737117
1.156666036
1.156461261
1.156321982
1.156276216
1.156228198
1.156133153
1.156093514
1.156092883
1.155871441
1.155781351
1.155427928
1.154947838
1.154928468
1.154920541
1.154879279
1.154552613
1.154532072
1.154183874
1.154172342
1.154009099
1.153701351
1.153488559
1.153326577
1.153215405
1.153159009
1.153156036
1.153050541
1.152962703
1.15279036
1.152762973
1.152750631
1.152682072
1.152615946
1.152487027
1.152151622
1.152143243
1.151870541
1.151766216
1.151508288
1.151185405
1.151126667
1.151077207
1.150992252
1.150988919
1.150924685
1.150617297
1.150364144
1.150302973
1.150247207
1.150219279
