DNA_Index,
2.2847033,
2.264282,
2.1920416,
2.161376,
2.1599314,
2.122782,
2.121838,
2.114942,
2.1149325,
2.113205,
2.068806,
2.067472,
2.0613062,
2.0583062,
2.0494032,
2.0482886,
2.042054,
2.019255,
2.0167756,
2.0068011,
1.9945902,
1.9929973,
1.9802881,
1.9752897,
1.9747894,
1.9643677,
1.9264163,
1.8796828,
1.8298035,
1.7755506,
1.7643856,
1.7614015,
1.7284766,
1.6975164,
1.6750761,
1.6747782,
1.6722239,
1.6342994,
1.6252064,
1.615712,
1.6115308,
1.5667394,
1.5590764,
1.5521932,
1.5510191,
1.5481268,
1.5370934,
1.5365007,
1.5343791,
1.5338092,
1.5313203,
1.528592,
1.5176908,
1.5169128,
1.5146261,
1.5131353,
1.510689,
1.5099466,
1.505511,
1.5042279,
1.5016354,
1.4959407,
1.495398,
1.4887676,
1.482542,
1.4819943,
1.481307,
1.4810637,
1.4789217,
1.4772987,
1.4738839,
1.4738448,
1.4693433,
1.4675225,
1.4664073,
1.465178,
1.463298,
1.4620554,
1.4589517,
1.4556159,
1.4545462,
1.4535604,
1.4515611,
1.4502242,
1.4493766,
1.4477527,
1.4448627,
1.442831,
1.4426007,
1.4423132,
1.4421817,
1.4404222,
1.4400758,
1.4394203,
1.435227,
1.4345369,
1.4333375,
1.4326189,
1.4309939,
1.4296595,
1.4295826,
1.4291953,
1.4285114,
1.4275469,
1.4274706,
1.421139,
1.4210899,
1.4207299,
1.4197721,
1.4187576,
1.4185108,
1.4183837,
1.4179986,
1.4175625,
1.4172784,
1.4157962,
1.4157922,
1.4144402,
1.4110204,
1.4098068,
1.4089444,
1.4089284,
1.4087579,
1.4087564,
1.4073278,
1.4065932,
1.4047809,
1.4014612,
1.4011086,
1.3999836,
1.3990722,
1.3989489,
1.3987411,
1.3978786,
1.3978165,
1.3976207,
1.3970697,
1.3969904,
1.3967416,
1.3954966,
1.3947287,
1.3945119,
1.3936464,
1.3932201,
1.3930173,
1.3923233,
1.3914024,
1.3905572,
1.3904909,
1.389341,
1.3884672,
1.3850584,
1.3843477,
1.3819865,
1.381819,
1.3815271,
1.3805038,
1.3790942,
1.3787572,
1.3780928,
1.3778076,
1.3767515,
1.3737065,
1.3733484,
1.3730601,
1.3728468,
1.372632,
1.3718154,
1.3716277,
1.3710831,
1.3690456,
1.3680754,
1.3675944,
1.3673269,
1.3665562,
1.3657798,
1.3645817,
1.3638,
1.362689,
1.3622818,
1.3611877,
1.3592538,
1.3591554,
1.3586398,
1.3582637,
1.357376,
1.357211,
1.3569437,
1.356654,
1.3561004,
1.3554202,
1.3543506,
1.3542823,
1.3540709,
1.3528359,
1.3515532,
1.3513227,
1.3510258,
1.3501151,
1.350045,
1.3497081,
1.349703,
1.3494496,
1.3489425,
1.3489398,
1.348525,
1.3482671,
1.3469645,
1.3458507,
1.3455058,
1.3453201,
1.345051,
1.3447415,
1.3434142,
1.3428688,
1.3419293,
1.3407794,
1.3407274,
1.3407111,
1.3406738,
1.3406495,
1.340311,
1.3400241,
1.339433,
1.3390481,
1.3381253,
1.3379394,
1.3364348,
1.3350998,
1.3348329,
1.3342366,
1.3341534,
1.3337283,
1.3335632,
1.3333666,
1.3331988,
1.3330258,
1.3307827,
1.3302413,
1.3297446,
1.3282497,
1.3278065,
1.3276379,
1.3270926,
1.3266549,
1.3262382,
1.3258293,
1.3256879,
1.3251381,
1.3250064,
1.3246063,
1.3241146,
1.3238473,
1.3237743,
1.3234069,
1.3233522,
1.3227292,
1.3224478,
1.32242,
1.3219062,
1.3215437,
1.321432,
1.3213634,
1.3212023,
1.3211237,
1.3202803,
1.3196936,
1.3195453,
1.3192734,
1.3188299,
1.3182346,
1.3177196,
1.31765,
1.3175738,
1.3172033,
1.3170754,
1.3167672,
1.3166673,
1.3164638,
1.3161647,
1.3157617,
1.3145852,
1.3144059,
1.3143572,
1.3139803,
1.3130952,
1.3130925,
1.3128811,
1.3117632,
1.3108925,
1.3107082,
1.3103371,
1.3102413,
1.3099822,
1.3098425,
1.3096665,
1.3096626,
1.3090452,
1.307673,
1.3075423,
1.3074703,
1.3071533,
1.3071151,
1.307076,
1.306686,
1.3066574,
1.3056824,
1.3055602,
1.3055581,
1.3055385,
1.3055359,
1.3054388,
1.3054374,
1.3053513,
1.3052685,
1.3052468,
1.3048987,
1.3047936,
1.3047228,
1.3045075,
1.3044722,
1.3040744,
1.3033497,
1.3032849,
1.3022373,
1.3013339,
1.3010262,
1.3008896,
1.3003409,
1.2994149,
1.2988217,
1.298719,
1.2981827,
1.2981474,
1.2980971,
1.2976267,
1.2972245,
1.2970151,
1.2967837,
1.2967551,
1.2966852,
1.2960976,
1.2954667,
1.2954497,
1.295309,
1.2947538,
1.2945905,
1.2944063,
1.2936513,
1.2935656,
1.2933452,
1.2929528,
1.2928951,
1.2928424,
1.2928189,
1.2925283,
1.2923216,
1.2914424,
1.2913667,
1.2912459,
1.291075,
1.2906011,
1.2899446,
1.289799,
1.2897918,
1.289358,
1.2893423,
1.2889738,
1.2889184,
1.2880994,
1.2869773,
1.2868209,
1.2857192,
1.2855366,
1.2852585,
1.2849693,
1.2844524,
1.2841818,
1.284004,
1.2838612,
1.283456,
1.282865,
1.2825608,
1.2825379,
1.2819699,
1.2819151,
1.2817053,
1.2815877,
1.2811316,
1.2809607,
1.2809311,
1.2808686,
1.2806768,
1.2794157,
1.2790304,
1.2789673,
1.2788475,
1.2788019,
1.2785388,
1.2785174,
1.2783155,
1.277777,
1.277565,
1.2774959,
1.2773482,
1.2773086,
1.2772957,
1.2769512,
1.2769324,
1.2768986,
1.276886,
1.2767086,
1.2766286,
1.2762496,
1.2762396,
1.2761337,
1.275863,
1.2754695,
1.27541,
1.2753612,
1.275186,
1.2751851,
1.2751325,
1.2749566,
1.2748682,
1.2741485,
1.2740501,
1.2739041,
1.2737535,
1.2737348,
1.2736981,
1.2736502,
1.2733471,
1.2731616,
1.2731297,
1.2727116,
1.2726408,
1.2724507,
1.2721108,
1.2717056,
1.2714947,
1.2714502,
1.2712363,
1.2709639,
1.2706555,
1.2704996,
1.2704797,
1.2702731,
1.2702336,
1.2700534,
1.2698656,
1.2697059,
1.26932,
1.2692553,
1.2691779,
1.2691324,
1.2689905,
1.268948,
1.2689203,
1.2686743,
1.2685999,
1.2685974,
1.2685412,
1.2682562,
1.2678459,
1.2677501,
1.2676401,
1.2676082,
1.2666967,
1.266576,
1.266524,
1.2664698,
1.2663885,
1.2662674,
1.2661098,
1.2654759,
1.2653184,
1.264921,
1.2646949,
1.2645181,
1.2643352,
1.2640196,
1.263797,
1.263783,
1.2637515,
1.2634188,
1.2632837,
1.2630954,
1.2630907,
1.2630489,
1.2629963,
1.2628233,
1.262747,
1.2626828,
1.2621907,
1.2620378,
1.2620194,
1.2619568,
1.2615588,
1.2615131,
1.2614582,
1.261452,
1.2612884,
1.2612791,
1.260862,
1.2607536,
1.2604724,
1.26039,
1.2603726,
1.2601333,
1.2600702,
1.2600628,
1.2600464,
1.2598647,
1.2594974,
1.259474,
1.2591814,
1.2590238,
1.2587799,
1.2585104,
1.258322,
1.2580408,
1.2579948,
1.2578032,
1.2577748,
1.2576863,
1.2576598,
1.2575237,
1.2573565,
1.2573445,
1.2573286,
1.2568266,
1.2567815,
1.256664,
1.2564918,
1.2564244,
1.256303,
1.256231,
1.2562118,
1.2558358,
1.2556548,
1.2552359,
1.2551669,
1.2546338,
1.2546083,
1.254539,
1.2545371,
1.254534,
1.2543585,
1.2542803,
1.2542385,
1.2542132,
1.2541131,
1.2540516,
1.2537779,
1.2537751,
1.2533188,
1.2533174,
1.2531161,
1.2531141,
1.2529875,
1.2529199,
1.2526081,
1.2525238,
1.2523739,
1.2522287,
1.2521639,
1.2520857,
1.2520522,
1.2519356,
1.2515724,
1.2511194,
1.251068,
1.2508203,
1.2506983,
1.250458,
1.2504405,
1.2503941,
1.2502849,
1.2502015,
1.2498873,
1.2498077,
1.249705,
1.2496456,
1.2494996,
1.249483,
1.2494636,
1.2493602,
1.2493215,
1.2492175,
1.2491024,
1.2487192,
1.248569,
1.2485386,
1.248528,
1.2481302,
1.2479894,
1.2478802,
1.247799,
1.2477698,
1.2475864,
1.2474672,
1.2474287,
1.2473879,
1.2473861,
1.2472202,
1.2471216,
