""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"label"
"128110"	0.380165289256198	0.583471074380165	0.371900826446281	0.429752066115702	0.213223140495868	0.00826446280991736	0.00661157024793388	0.00495867768595041	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"128120"	0.364331210191083	0.661146496815287	0.492993630573248	0.359235668789809	0.0624203821656051	0.0394904458598726	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"128123"	0.301923076923077	0.711538461538462	0.455769230769231	0.363461538461538	0.0923076923076923	0.0230769230769231	0.0442307692307692	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"128124"	0.293548387096774	0.525806451612903	0.408064516129032	0.540322580645161	0.162903225806452	0.0209677419354839	0.0370967741935484	0.00806451612903226	0.00161290322580645	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"128137"	0.280459770114943	0.625287356321839	0.422988505747126	0.468965517241379	0.160919540229885	0.00689655172413793	0.00229885057471264	0.00919540229885057	0.00689655172413793	0.00689655172413793	0.00459770114942529	0	0.00229885057471264	1e-05	1e-05	1e-05	"c"
"128142"	0.297777777777778	0.72	0.484444444444444	0.204444444444444	0.266666666666667	0.00444444444444444	0.00444444444444444	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"128143"	0.303125	0.771875	0.46875	0.325	0.08125	0.0125	0.0125	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"396607"	0.359259259259259	0.666666666666667	0.475925925925926	0.303703703703704	0.15	0.0111111111111111	0.0222222222222222	0.00740740740740741	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"396608"	0.345606694560669	0.82092050209205	0.614225941422594	0.0857740585774059	0.114644351464435	0.0117154811715481	0.00334728033472803	0.000836820083682008	0.00125523012552301	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559195"	0.422950819672131	0.613114754098361	0.454098360655738	0.236065573770492	0.19672131147541	0.0131147540983607	0.0114754098360656	0.0344262295081967	0.0147540983606557	0.00163934426229508	0	0	0	1e-05	1e-05	1e-05	"c"
"9559196"	0.436363636363636	0.724242424242424	0.416666666666667	0.198484848484848	0.157575757575758	0.0106060606060606	0.0257575757575758	0.0196969696969697	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559229"	0.384056399132321	0.589154013015184	0.357537960954447	0.409219088937093	0.256995661605206	0.00244034707158351	0.000379609544468547	0.000162689804772234	0	0	0	0	0	0	1e-05	1e-05	"c"
"9559230"	0.393353293413174	0.607604790419162	0.38125748502994	0.362994011976048	0.249880239520958	0.00215568862275449	0.00173652694610778	0.000718562874251497	5.98802395209581e-05	5.98802395209581e-05	0.000119760479041916	0	1e-05	1e-05	1e-05	1e-05	"c"
"9559237"	0.43448275862069	0.731034482758621	0.496551724137931	0.103448275862069	0.220689655172414	0.00689655172413793	0	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
