""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"label"
"9559269"	0.44	0.746666666666667	0.466666666666667	0.146666666666667	0	0.146666666666667	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559270"	0.2	1.6	0	0	0	0	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559271"	0.425225225225225	1.17117117117117	0.181981981981982	0.203603603603604	0.0144144144144144	0.0018018018018018	0	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559273"	0.307975460122699	0.624539877300613	0.561963190184049	0.458282208588957	0.0392638036809816	0.00306748466257669	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559284"	0.411688311688312	0.651948051948052	0.384415584415584	0.277922077922078	0.236363636363636	0.0142857142857143	0.00909090909090909	0.0103896103896104	0.0025974025974026	0	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559285"	0.354666666666667	0.730666666666667	0.496	0.346666666666667	0.056	0.00533333333333333	0.008	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559299"	0.425925925925926	0.87037037037037	0.390740740740741	0.248148148148148	0.0518518518518519	0.0037037037037037	0.0037037037037037	0.0037037037037037	0	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559300"	0.6	0.6	0.6	0	0	0	0	0	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559324"	0.2	1.4	0.2	0	0	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559325"	0.339622641509434	0.626415094339623	0.267924528301887	0.475471698113208	0.186792452830189	0.0509433962264151	0.00943396226415094	0.0188679245283019	0.0207547169811321	0.00188679245283019	0	0	0	0	0	1e-05	"c"
"9559326"	0.361303462321792	1.13890020366599	0.186558044806517	0.180855397148676	0.0725050916496945	0.0566191446028513	0.00162932790224033	0.000407331975560081	0.000407331975560081	0	0	0.000407331975560081	0	0	0	1e-05	"c"
"9559327"	0.4	1.28286852589641	0.0888446215139442	0.194820717131474	0.0139442231075697	0.0103585657370518	0.00796812749003984	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559332"	0.411864406779661	0.766101694915254	0.477118644067797	0.13135593220339	0.153389830508475	0.00593220338983051	0.011864406779661	0.0152542372881356	0.0203389830508475	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559334"	0.388888888888889	0.866666666666667	0.466666666666667	0.0444444444444444	0.211111111111111	0.0111111111111111	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559335"	0.475	0.8375	0.425	0.05	0.2	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
